MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Log_LotArea
-0.6,RL,0.15789473684210525,0.13154644268774704,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.5,1.0,-0.34782608695652173,0.05405405405405406,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.3896499238964992,TA,TA,CBlock,TA,TA,No,BLQ,-0.032994032994032994,Unf,0.0,0.3974358974358974,0.1562189054726368,GasA,TA,Y,SBrkr,0.2925871379479627,0.0,0.0,-0.3522595596755504,0.0,1.0,-1.0,0.0,-1.0,0.0,Gd,0.0,Min1,0.0,Fa,Attchd,-0.5897435897435898,Unf,-1.0,-0.13664596273291926,TA,TA,Y,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,-1.0,WD,Normal,0.12737277052010373
-0.6,RL,-0.21052631578947367,-0.25407608695652173,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.5,0.0,0.6739130434782609,0.2702702702702703,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.6194824961948249,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.7897507897507897,Unf,0.0,0.021367521367521368,0.8845771144278607,GasA,Ex,Y,SBrkr,0.6853215513009328,0.0,0.0,-0.04325994592506759,1.0,0.0,0.0,0.0,0.0,0.0,Gd,1.0,Typ,-1.0,Gd,Attchd,0.6153846153846154,Unf,0.0,0.016563146997929608,TA,TA,Y,0.8273809523809523,1.0735294117647058,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,0.0,WD,Normal,-0.2676596465308495
0.4,RM,-0.631578947368421,0.10560770750988142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,-1.0,-1.0,-1.0434782608695652,-1.1891891891891893,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.3564102564102564,-0.6079601990049751,GasA,Fa,N,SBrkr,-0.5439371624938635,0.7115384615384616,0.0,-0.21011973735032832,0.0,0.0,-1.0,0.0,0.0,0.0,TA,1.0,Typ,-1.0,Gd,Detchd,-1.0256410256410255,Unf,-1.0,-1.1180124223602483,TA,TA,Y,0.0,2.161764705882353,60.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.0,-1.0,WD,Family,0.10280193897826556
0.0,RL,0.0,1.527050395256917,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,0.5,4.0,-0.7391304347826086,0.32432432432432434,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.8995433789954337,Gd,Gd,CBlock,TA,TA,No,BLQ,-0.05967005967005967,Unf,0.0,-0.03504273504273504,-0.3850746268656716,GasA,Ex,Y,SBrkr,0.09818360333824251,1.1222527472527473,0.0,0.7570490536886829,0.0,1.0,-1.0,1.0,0.0,0.0,Gd,1.0,Typ,1.0,TA,Attchd,-1.0512820512820513,Unf,0.0,-0.2028985507246377,TA,TA,Y,0.0,1.3823529411764706,150.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,0.0,WD,Normal,1.1700491550492274
1.4,RL,-1.368421052631579,-1.597949604743083,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,0.5,0.0,0.6956521739130435,0.32432432432432434,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0974124809741248,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.515970515970516,Unf,0.0,1.2897435897435898,0.5104477611940299,GasA,Ex,Y,SBrkr,0.3161512027491409,0.0,0.0,-0.33371958285052145,0.0,0.0,0.0,0.0,-1.0,0.0,Gd,-0.5,Typ,-1.0,Gd,Attchd,0.6410256410256411,Fin,0.0,-0.17391304347826086,TA,TA,Y,0.6428571428571429,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.0,-1.0,New,Partial,-2.672847700018701
-0.6,RL,0.21052631578947367,-0.12067687747035573,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.5,0.0,0.717391304347826,0.32432432432432434,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,-0.5384345384345385,Unf,0.0,1.7444444444444445,1.0079601990049751,GasA,Ex,Y,SBrkr,0.8070692194403535,0.0,0.0,0.05252993433758208,0.0,0.0,0.0,0.0,-1.0,0.0,Gd,-0.5,Typ,-1.0,Gd,Attchd,0.6666666666666666,RFn,0.0,0.8074534161490683,TA,TA,Y,2.0892857142857144,0.11764705882352941,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,-1.0,New,Partial,-0.12330513628585768
0.2,RL,0.0,-0.34844367588932806,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0.0,0.0,0.6304347826086957,0.21621621621621623,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.9102564102564102,0.03681592039800995,GasA,Ex,Y,SBrkr,-0.15120274914089346,1.7266483516483517,0.0,1.2406334492081885,0.0,0.0,0.0,1.0,1.0,0.0,Gd,1.0,Typ,0.0,TA,BuiltIn,0.5641025641025641,RFn,0.0,-0.37267080745341613,TA,TA,Y,0.7142857142857143,0.3088235294117647,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.0,0.5,ConLI,Normal,-0.375461147378776
0.2,RL,0.8421052631578947,0.49320652173913043,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,0.0,1.0,0.043478260869565216,-0.5135135135135135,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,0.23376623376623376,Unf,0.0,-0.5376068376068376,-0.554228855721393,GasA,TA,Y,SBrkr,-0.5419734904270986,1.0178571428571428,0.0,0.13595983005021245,1.0,0.0,0.0,1.0,0.0,0.0,TA,0.0,Typ,0.0,TA,Attchd,-0.1282051282051282,RFn,0.0,-0.19047619047619047,TA,TA,Y,1.244047619047619,2.6911764705882355,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.3333333333333333,-1.0,WD,Normal,0.44543527648621467
-0.6,RL,0.05263157894736842,0.252346837944664,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,-1.0,1.0,-0.043478260869565216,-0.6216216216216216,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,0.19726219726219726,LwQ,180.0,-0.5427350427350427,-0.2537313432835821,GasA,Gd,Y,SBrkr,-0.4378988708885616,0.0,0.0,-0.9269988412514485,0.0,0.0,-1.0,0.0,-1.0,0.0,TA,-1.0,Typ,-1.0,Gd,Detchd,0.23076923076923078,Unf,0.0,0.39751552795031053,TA,TA,Y,1.2857142857142858,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.0,0.5,WD,Abnorml,0.23850909510728208
-0.6,RL,1.7894736842105263,0.9865365612648221,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2.0,0.0,0.6521739130434783,0.24324324324324326,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.613394216133942,Ex,TA,PConc,Ex,TA,Gd,GLQ,-0.4598104598104598,Unf,0.0,3.1769230769230767,2.7870646766169154,GasA,Ex,Y,SBrkr,2.56259204712813,0.0,0.0,1.4337582078022402,0.0,0.0,0.0,0.0,0.0,0.0,Ex,1.0,Typ,0.0,Ex,Attchd,0.5897435897435898,Fin,1.0,2.020703933747412,TA,TA,Y,1.4761904761904763,1.1764705882352942,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.0,0.5,WD,Normal,0.8193297699951062
2.2,RM,-2.526315789473684,-1.9265069169960474,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,-0.5,0.0,-0.043478260869565216,-0.6216216216216216,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.8645357686453576,TA,TA,CBlock,TA,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.2606837606837607,-0.7194029850746269,GasA,TA,Y,SBrkr,-0.8973981345115366,0.9230769230769231,0.0,-0.25028968713789107,0.0,0.0,0.0,1.0,0.0,0.0,TA,0.0,Typ,-1.0,Gd,Detchd,0.28205128205128205,Unf,-1.0,-0.8281573498964804,TA,TA,Y,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,0.5,COD,Abnorml,-4.031304249996808
0.2,RL,0.6842105263157895,0.11647727272727272,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0.5,0.0,0.4782608695652174,0.02702702702702703,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.765601217656012,Gd,TA,PConc,Gd,TA,No,GLQ,0.2548262548262548,Unf,0.0,0.2743589743589744,0.4208955223880597,GasA,Ex,Y,SBrkr,0.249386352479136,1.793956043956044,0.0,1.6315179606025492,0.0,0.0,0.0,1.0,1.0,0.0,Gd,1.5,Typ,0.0,TA,Attchd,0.38461538461538464,RFn,1.0,0.9979296066252588,TA,TA,Y,1.3333333333333333,1.3088235294117647,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.0,-0.5,WD,Abnorml,0.11312983709772692
2.2,RM,-2.526315789473684,-1.8798171936758894,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,0.0,1.0,-0.06521739130434782,-0.6486486486486487,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.7732115677321156,TA,TA,CBlock,TA,TA,No,Rec,-0.08775008775008775,Unf,0.0,-0.5393162393162393,-1.0119402985074626,GasA,TA,Y,SBrkr,-1.1860579283259696,0.6923076923076923,0.0,-0.7369640787949016,0.0,0.0,-1.0,1.0,-1.0,0.0,TA,-0.5,Typ,-1.0,Gd,Detchd,0.1794871794871795,Unf,-1.0,-0.8281573498964804,TA,TA,Y,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.0,0.0,WD,Normal,-3.7829819075938698
-0.6,RL,0.05263157894736842,-0.23653656126482214,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,-0.5,0.0,-0.13043478260869565,-0.7297297297297297,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,0.6437346437346437,Unf,0.0,-0.6965811965811965,-0.1582089552238806,GasA,TA,Y,SBrkr,-0.3436426116838488,0.0,0.0,-0.8528389339513326,0.0,0.0,-1.0,0.0,0.0,0.0,TA,-0.5,Typ,0.0,Fa,Detchd,-0.15384615384615385,Unf,-1.0,-0.5962732919254659,TA,TA,Y,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,1.0,WD,Normal,-0.24816136508080014
1.4,RL,-1.368421052631579,-1.5554594861660078,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,0.5,0.0,0.6956521739130435,0.32432432432432434,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0974124809741248,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.515970515970516,Unf,0.0,1.5034188034188034,0.7592039800995025,GasA,Ex,Y,SBrkr,0.9189985272459499,0.0,0.0,0.14059482425646969,0.0,0.0,0.0,0.0,-1.0,0.0,Gd,0.5,Typ,0.0,TA,Attchd,0.6410256410256411,Fin,0.0,-0.2070393374741201,TA,TA,Y,0.8511904761904762,-0.07352941176470588,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,0.5,WD,Normal,-2.543379539788126
-0.6,RL,0.21052631578947367,-0.17749505928853754,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.0,1.0,-0.30434782608695654,-0.9459459459459459,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.339421613394216,TA,TA,CBlock,TA,TA,No,Unf,-0.5384345384345385,Unf,0.0,1.2247863247863249,0.40298507462686567,GasA,TA,Y,SBrkr,0.21011291114383898,0.0,0.0,-0.4171494785631518,1.0,0.0,-1.0,0.0,0.0,0.0,TA,0.0,Typ,-1.0,Gd,Attchd,-0.5384615384615384,RFn,-1.0,-0.6956521739130435,TA,TA,Y,0.0,-0.36764705882352944,120.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,1.0,WD,Normal,-0.1836998481797547
0.2,RL,5.526315789473684,1.3980978260869565,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.0,0.0,0.4782608695652174,0.05405405405405406,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.080669710806697,Gd,TA,PConc,Gd,TA,No,GLQ,0.42892242892242893,Unf,0.0,0.5051282051282051,0.936318407960199,GasA,Ex,Y,SBrkr,0.7913598429062346,1.7912087912087913,0.0,2.054847431440711,1.0,0.0,0.0,1.0,1.0,0.0,Ex,1.5,Typ,0.0,TA,Attchd,0.38461538461538464,Fin,1.0,1.3664596273291925,TA,TA,Y,0.0,1.7794117647058822,202.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.3333333333333333,0.5,WD,Normal,1.0910439985476525
2.2,RM,-2.526315789473684,-1.9265069169960474,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,0.0,0.0,-0.021739130434782608,-0.5945945945945946,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.8082191780821917,TA,TA,CBlock,TA,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.009401709401709401,-1.0119402985074626,GasA,TA,Y,SBrkr,-1.1860579283259696,0.6923076923076923,0.0,-0.7369640787949016,0.0,0.0,-1.0,1.0,-1.0,0.0,TA,-0.5,Typ,0.0,Po,Attchd,-0.20512820512820512,Unf,-1.0,-0.7950310559006211,TA,TA,Y,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.0,-1.0,WD,Normal,-4.031304249996808
-0.6,RL,0.3157894736842105,0.28940217391304346,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,-0.5,1.0,0.06521739130434782,-0.4864864864864865,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,-0.2829062829062829,ALQ,712.0,-0.8162393162393162,-0.19402985074626866,GasA,TA,Y,SBrkr,-0.3789887088856161,0.0,0.0,-0.880648899188876,1.0,0.0,-1.0,0.0,0.0,0.0,TA,-0.5,Typ,-1.0,Gd,Attchd,-0.10256410256410256,Unf,-1.0,-0.7122153209109731,TA,TA,Y,2.1726190476190474,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.3333333333333333,1.0,WD,Normal,0.27156439989102543
0.2,RL,0.0,-0.402050395256917,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0.0,0.0,0.6304347826086957,0.21621621621621623,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,0.33906633906633904,Unf,0.0,-0.41452991452991456,-0.26169154228855723,GasA,Ex,Y,SBrkr,-0.44575355915562104,1.510989010989011,0.0,0.7663190421011974,1.0,0.0,0.0,1.0,1.0,0.0,Gd,1.0,Typ,1.0,TA,BuiltIn,0.5641025641025641,Fin,0.0,-0.16563146997929606,TA,TA,Y,1.7142857142857142,0.3382352941176471,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,1.0,WD,Normal,-0.43899575485080344
2.2,RM,-2.526315789473684,-1.9265069169960474,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,0.0,-2.0,-0.043478260869565216,-0.6216216216216216,Gable,CompShg,HdBoard,HdBoard,BrkFace,3.6773211567732114,TA,TA,CBlock,TA,TA,No,ALQ,-0.0358020358020358,Unf,0.0,-0.6025641025641025,-1.0119402985074626,GasA,TA,Y,SBrkr,-1.1860579283259696,0.6923076923076923,0.0,-0.7369640787949016,0.0,0.0,-1.0,1.0,-1.0,0.0,TA,-0.5,Typ,-1.0,Gd,Detchd,-0.23076923076923078,Unf,-1.0,-0.8944099378881988,TA,TA,Y,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.6666666666666666,0.0,WD,Normal,-4.031304249996808
-0.6,RL,-0.21052631578947367,-0.17428359683794467,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.5,0.0,0.6739130434782609,0.2702702702702703,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5966514459665144,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.5047385047385048,Unf,0.0,1.5598290598290598,0.8407960199004975,GasA,Ex,Y,SBrkr,0.6421207658321061,0.0,0.0,-0.0772499034376207,0.0,0.0,0.0,0.0,0.0,0.0,Gd,0.0,Typ,-1.0,Gd,Attchd,0.6153846153846154,RFn,0.0,0.057971014492753624,TA,TA,Y,0.7857142857142857,1.1764705882352942,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,1.0,WD,Normal,-0.18024418245093382
0.2,RL,0.0,-0.006299407114624506,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,0.5,2.0,0.43478260869565216,0.24324324324324326,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,0.025974025974025976,Unf,0.0,0.19914529914529913,0.008955223880597015,GasA,Ex,Y,SBrkr,-0.14334806087383406,1.0027472527472527,0.0,0.43259945925067594,0.0,0.0,0.0,1.0,0.0,0.0,Gd,0.5,Typ,-1.0,Gd,Attchd,0.3333333333333333,RFn,0.0,-0.09523809523809523,TA,TA,Y,2.2023809523809526,0.6617647058823529,0.0,238.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.3333333333333333,1.0,WD,Normal,-0.006277714847112946
-0.6,RL,1.263157894736842,0.6303112648221344,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.0,0.0,0.7391304347826086,0.35135135135135137,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.5464231354642313,Ex,TA,PConc,Ex,TA,No,Unf,-0.5384345384345385,Unf,0.0,2.0794871794871796,1.3980099502487562,GasA,Ex,Y,SBrkr,1.191948944526264,0.0,0.0,0.3553495558130552,0.0,0.0,0.0,0.0,0.0,0.0,Gd,0.5,Typ,-1.0,Gd,Attchd,0.6923076923076923,Fin,1.0,1.3995859213250517,TA,TA,Y,1.0,2.985294117647059,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.0,-0.5,New,Partial,0.5555056793642137
0.0,RL,-0.8947368421052632,-0.1821887351778656,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,0.0,-1.0,-0.6086956521739131,-1.1891891891891893,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,-0.4064584064584065,Unf,0.0,0.2794871794871795,-0.5104477611940299,GasA,TA,Y,FuseA,-0.5675012272950417,0.9464285714285714,0.0,0.035534955581305525,0.0,0.0,-1.0,1.0,0.0,0.0,TA,0.5,Typ,0.0,Gd,Detchd,-0.7948717948717948,Unf,-1.0,-1.0766045548654244,TA,TA,Y,0.0,1.6911764705882353,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,1.0,WD,Normal,-0.18875967139174224
-0.6,FV,0.3157894736842105,-0.11820652173913043,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.0,0.0,0.7608695652173914,0.3783783783783784,Gable,CompShg,VinylSd,VinylSd,Stone,0.2191780821917808,Gd,TA,PConc,Gd,TA,Av,GLQ,0.9750789750789751,Unf,0.0,0.017948717948717947,1.1432835820895522,GasA,Ex,Y,SBrkr,0.9405989199803633,0.0,0.0,0.15758980301274622,1.0,0.0,0.0,0.0,0.0,0.0,Gd,0.5,Typ,-1.0,Gd,Attchd,0.717948717948718,RFn,0.0,1.1180124223602483,TA,TA,Y,0.8571428571428571,2.1029411764705883,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,1.0,WD,Normal,-0.12071445095166063
-0.4,RM,-1.5263157894736843,-1.3830286561264822,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,-0.5,4.0,-0.6086956521739131,0.08108108108108109,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,-0.07651807651807652,Unf,0.0,-0.20598290598290597,-0.6079601990049751,GasA,Gd,Y,SBrkr,-0.4339715267550319,0.0,0.0,-0.9239088451139436,0.0,0.0,-1.0,0.0,-1.0,0.0,Gd,-1.0,Typ,-1.0,Gd,Attchd,0.0,Unf,-2.0,-1.9875776397515528,TA,TA,Y,0.34523809523809523,0.25,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.6666666666666666,-0.5,WD,Normal,-2.08129840658203
0.0,RM,-0.3157894736842105,-1.106348814229249,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,-0.5,-1.0,-1.5869565217391304,-1.1891891891891893,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.10683760683760683,-0.8985074626865671,GasA,Gd,N,FuseA,-0.38880706921944036,0.7568681318681318,0.0,-0.03707995365005794,0.0,0.0,-1.0,0.0,0.0,0.0,TA,0.0,Typ,-1.0,Gd,Attchd,-1.0256410256410255,Unf,-1.0,-0.5300207039337475,Fa,TA,Y,0.0,-0.36764705882352944,77.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,-1.0,WD,Normal,-1.4903913344614148
2.2,RL,0.3157894736842105,0.3170701581027668,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,0.0,1.0,0.15217391304347827,-0.3783783783783784,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.25384615384615383,-0.727363184079602,GasA,TA,Y,SBrkr,-0.905252822778596,0.8118131868131868,0.0,-0.3816145229818463,0.0,0.0,-1.0,1.0,0.0,0.0,TA,0.0,Typ,0.0,TA,Attchd,0.0,RFn,-1.0,-0.7950310559006211,TA,TA,Y,0.0,0.04411764705882353,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,0.5,WD,Normal,0.2959435324471244
0.2,RL,0.0,-0.14785079051383399,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0.5,0.0,0.45652173913043476,0.21621621621621623,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,0.43734643734643736,Unf,0.0,-0.3837606837606838,-0.08656716417910448,GasA,Ex,Y,SBrkr,0.2650957290132548,1.2197802197802199,0.0,0.9980687524140595,1.0,0.0,0.0,1.0,0.0,0.0,Gd,1.0,Typ,1.0,Fa,Attchd,0.358974358974359,RFn,0.0,-0.07039337474120083,TA,TA,Y,0.0,1.5441176470588236,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.3333333333333333,1.0,WD,Normal,-0.15199437854676914
-0.6,RL,0.5789473684210527,0.22764328063241107,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0.5,0.0,0.32608695652173914,-0.16216216216216217,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.6210045662100456,TA,TA,CBlock,Gd,TA,Av,GLQ,0.7658827658827659,Unf,0.0,0.7495726495726496,1.6985074626865673,GasA,Gd,Y,SBrkr,1.5414825724104075,0.0,0.0,0.6303592120509849,0.0,1.0,0.0,0.0,0.0,0.0,TA,0.0,Typ,0.0,TA,Attchd,0.20512820512820512,Fin,0.0,0.5134575569358178,TA,TA,Y,1.1726190476190477,0.20588235294117646,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.0,-1.0,WD,Normal,0.21620885524170833
2.8,RM,0.0,-0.08312747035573123,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,0.0,3.0,-1.3695652173913044,-1.1891891891891893,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,Fa,Stone,Fa,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.9273504273504274,0.056716417910447764,GasA,Gd,N,FuseP,-0.35149729995090817,1.401098901098901,0.0,0.7168791039011201,0.0,0.0,0.0,0.0,1.0,1.0,Fa,1.5,Typ,-1.0,Gd,Detchd,-1.794871794871795,Unf,-1.0,-0.16563146997929606,Po,Po,Y,0.0,0.5147058823529411,112.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.6666666666666666,-1.0,WD,Normal,-0.0842341646019156
